Phrase	NPQ	IDF	PMI	CMI
搏 	 3.3682162859258415 	 0.7621400520468967 	 1000 	 -1000
抹 	 3.3679720460201352 	 0.4567584024957149 	 1000 	 -1000
扯 	 3.3679720460201352 	 0.3566749439387324 	 1000 	 -1000
泄 	 3.3679720460201352 	 0.4567584024957149 	 1000 	 -1000
捉 	 3.3679720460201352 	 0.4567584024957149 	 1000 	 -1000
漠 	 3.3646546429750424 	 0.6286086594223741 	 1000 	 -1000
稍微 	 3.3625842853029164 	 0.4054651081081644 	 8.461989997537998 	 -1000
2万5000美元 	 3.3623738762636206 	 1.3217558399823195 	 5.7259238772434085 	 -1000
迟迟 	 3.360569158696077 	 0.5108256237659907 	 8.365522987106985 	 -1000
踊跃 	 3.360569158696077 	 0.5679840376059393 	 10.307816688036329 	 -1000
揭晓 	 3.3601661333747077 	 0.6286086594223741 	 9.206359447235988 	 -1000
妹妹 	 3.3601661333747077 	 0.6931471805599453 	 9.206359447235988 	 -1000
小 	 3.3595879556891077 	 -0.03278982282299084 	 1000 	 -1.1746836699174992
陪伴 	 3.3593600827319765 	 0.7621400520468967 	 8.42424966955515 	 -1000
严峻 	 3.358554032089239 	 0.6931471805599453 	 8.618938346220228 	 -1000
匿 	 3.3556182476375493 	 0.7621400520468967 	 1000 	 -6.4613002903608265
詹 	 3.3539697141226426 	 0.9162907318741551 	 1000 	 -1000
扫 	 3.3537254742169367 	 0.4567584024957149 	 1000 	 -1000
自 	 3.3520975009180836 	 -0.03278982282299084 	 1000 	 -1.2646634761695965
契 	 3.3504080711718447 	 0.8362480242006185 	 1000 	 -1000
膜 	 3.3504080711718447 	 1.3217558399823195 	 1000 	 -1000
轩 	 3.3504080711718447 	 1.2039728043259361 	 1000 	 -1000
坤 	 3.3504080711718447 	 0.8362480242006185 	 1000 	 -1000
尘 	 3.3504080711718447 	 0.8362480242006185 	 1000 	 -1000
砖 	 3.3504080711718447 	 1.2039728043259361 	 1000 	 -1000
很 	 3.349581925555125 	 -0.03278982282299084 	 1000 	 -4.457770454164815
周年纪念 	 3.3471118508702187 	 1.0033021088637848 	 8.28693510212173 	 -1000
！ 	 3.345068433708511 	 -0.03278982282299084 	 1000 	 -4.090173544704762
桃园地检署 	 3.343777800189246 	 1.3217558399823195 	 9.048967273484559 	 -1000
朝鲜半岛 	 3.3433271507571827 	 0.6286086594223741 	 8.693738396045726 	 -1000
浩 	 3.3430405453645355 	 0.4567584024957149 	 1000 	 -1000
委员会主席 	 3.3414915792343467 	 0.4054651081081644 	 6.305784439646324 	 -1000
正 	 3.3395508577712683 	 -0.03278982282299084 	 1000 	 -3.1920010578287963
饱 	 3.335917259462934 	 0.4567584024957149 	 1000 	 -1000
藉 	 3.3325998564178416 	 0.6931471805599453 	 1000 	 -6.288073597410136
外 	 3.3307324198217056 	 -0.03278982282299084 	 1000 	 -3.3601251055738315
欺骗 	 3.3304164287230265 	 0.5679840376059393 	 10.0764572583771 	 -1000
使 	 3.3297227658128583 	 -0.03278982282299084 	 1000 	 -3.8295964128608286
曾 	 3.3277417771785576 	 -0.03278982282299084 	 1000 	 -3.804556936742695
贩 	 3.326177458275881 	 0.7621400520468967 	 1000 	 -6.562076794609251
擅 	 3.3258270143960624 	 0.5108256237659907 	 1000 	 -6.768769035674651
愤怒 	 3.324774074223878 	 0.5108256237659907 	 9.92140662348685 	 -1000
巩固 	 3.324774074223878 	 0.5108256237659907 	 9.970124195009886 	 -1000
挣扎 	 3.324774074223878 	 0.5108256237659907 	 9.911474261924166 	 -1000
伊普斯威奇 	 3.324447680832806 	 1.3217558399823195 	 9.376258484031386 	 -1000
郑秀珍 	 3.3239260088195186 	 2.302585092994046 	 9.951141744097596 	 -1000
圆切线 	 3.3239260088195186 	 2.302585092994046 	 8.78772387593808 	 -1000
挫折 	 3.323564998259776 	 0.5679840376059393 	 8.65528879787214 	 -1000
直升机 	 3.323360019264936 	 0.6931471805599453 	 6.641410089774451 	 -1000
国 	 3.3231176728790133 	 -0.03278982282299084 	 1000 	 -2.19899385915332
欣赏 	 3.322758947617038 	 0.5679840376059393 	 8.749222328583503 	 -1000
暴力冲突 	 3.322268561699494 	 0.7621400520468967 	 8.54936949527539 	 -1000
彬 	 3.3216706876597364 	 0.9162907318741551 	 1000 	 -1000
喷 	 3.3216706876597364 	 0.9162907318741551 	 1000 	 -1000
顶尖 	 3.321549871652937 	 0.7621400520468967 	 8.901950160228228 	 -1000
蔓延 	 3.321549871652937 	 0.6931471805599453 	 9.720900930912626 	 -1000
航空器飞航安全委员会 	 3.3213295621696557 	 1.0986122886681098 	 5.769992378927367 	 -1000
轰炸 	 3.3211468463315685 	 0.7621400520468967 	 8.922637776000304 	 -1000
恐吓 	 3.3203407956888356 	 1.0033021088637848 	 8.542659468002343 	 -1000
讽刺 	 3.3199377703674666 	 0.6931471805599453 	 9.844243949120884 	 -1000
诚恳 	 3.31913171972473 	 1.0033021088637848 	 8.740269717311389 	 -1000
泡 	 3.3181090447089323 	 0.9162907318741551 	 1000 	 -1000
悔 	 3.3181090447089323 	 0.9162907318741551 	 1000 	 -1000
各 	 3.316529550497126 	 -0.03278982282299084 	 1000 	 -3.86567104289843
谐 	 3.3147916416638408 	 0.6931471805599453 	 1000 	 -6.4117773296832405
娃 	 3.3145474017581344 	 1.2039728043259361 	 1000 	 -1000
钻 	 3.3145474017581344 	 0.8362480242006185 	 1000 	 -1000
棵 	 3.3145474017581344 	 1.0986122886681098 	 1000 	 -1000
拦 	 3.3145474017581344 	 0.8362480242006185 	 1000 	 -1000
绵 	 3.3145474017581344 	 1.0986122886681098 	 1000 	 -1000
华盛顿法新电 	 3.3092343439670096 	 0.6931471805599453 	 7.060819969956722 	 -1000
诵 	 3.3074241158565316 	 1.0033021088637848 	 1000 	 -1000
沸 	 3.3074241158565316 	 0.9162907318741551 	 1000 	 -1000
盒 	 3.3074241158565316 	 1.0033021088637848 	 1000 	 -1000
冯 	 3.3074241158565316 	 0.9162907318741551 	 1000 	 -1000
飘 	 3.3074241158565316 	 1.0033021088637848 	 1000 	 -1000
荧 	 3.307179875950827 	 0.9162907318741551 	 1000 	 -1000
曹 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
漆 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
斜 	 3.303862472905732 	 0.9162907318741551 	 1000 	 -1000
「 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
」 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
玮 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
丛 	 3.303862472905732 	 0.9162907318741551 	 1000 	 -1000
萍 	 3.303862472905732 	 1.0033021088637848 	 1000 	 -1000
秉 	 3.303862472905732 	 0.9162907318741551 	 1000 	 -1000
蛮 	 3.300300829954934 	 0.9162907318741551 	 1000 	 -1000
婉 	 3.300300829954934 	 0.9162907318741551 	 1000 	 -1000
淹 	 3.300300829954934 	 1.0033021088637848 	 1000 	 -1000
鞭 	 3.300300829954934 	 0.9162907318741551 	 1000 	 -1000
骚 	 3.300300829954934 	 0.9162907318741551 	 1000 	 -1000
迈阿密热浪 	 3.3002850316372605 	 1.0033021088637848 	 9.903886836288494 	 -1000
婆 	 3.3000565900492247 	 1.0033021088637848 	 1000 	 -1000
猪 	 3.3000565900492247 	 0.9162907318741551 	 1000 	 -1000
ston 	 3.2995900811758307 	 0.5679840376059393 	 6.723664838166686 	 -1000
苹果师傅 	 3.2963502982438797 	 2.70805020110221 	 10.752502509297774 	 -1000
佐 	 3.295762227381309 	 0.31015492830383945 	 1000 	 -1000
恋 	 3.292933304147627 	 0.9162907318741551 	 1000 	 -1000
妈妈 	 3.292203192322619 	 0.7621400520468967 	 9.616153252020899 	 -1000
